property_id,country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
46063,Australia,Melbourne,Independent House,Semi-Furnished,3877,1241828,2006,5,3,1,1,0,0,1,87110,587421,20,13820,654407,0.05,6,8,9,0
46064,China,Shanghai,Farmhouse,Fully-Furnished,2337,883487,1964,6,6,2,0,1,2,1,70385,658794,30,13170,224693,0.06,4,7,3,0
46065,UK,Manchester,Independent House,Semi-Furnished,3715,1486407,1961,3,5,1,0,1,0,0,54850,1089394,30,7120,397013,0.13,10,3,6,1
46066,UAE,Abu Dhabi,Farmhouse,Fully-Furnished,4187,2515656,1973,4,8,6,0,0,1,1,91480,1014499,25,9720,1501157,0.07,7,2,10,0
46067,Brazil,São Paulo,Townhouse,Semi-Furnished,686,138756,1978,5,5,4,1,1,2,1,11828,71307,20,3605,67449,0.04,4,5,8,0
46068,India,Delhi,Farmhouse,Fully-Furnished,1532,233547,1973,1,7,2,1,1,3,0,2051,132631,15,2150,100916,0.56,9,2,5,0
46069,Germany,Berlin,Apartment,Unfurnished,817,248979,1990,3,2,1,1,0,1,0,29085,180707,25,15430,68272,0.04,2,4,2,0
46070,Japan,Tokyo,Independent House,Unfurnished,2520,1132690,2000,6,4,2,0,1,0,0,69155,804831,30,8625,327859,0.07,2,1,3,0
46071,Brazil,Rio de Janeiro,Apartment,Unfurnished,5617,1126774,1992,0,2,1,1,1,1,0,19258,801496,30,3015,325278,0.26,9,3,7,1
46072,Singapore,Singapore,Studio,Unfurnished,5726,4006033,1995,2,7,3,0,0,3,0,51325,2096861,25,16460,1909172,0.28,6,9,5,0
46073,Brazil,Rio de Janeiro,Studio,Unfurnished,3431,681252,2009,5,6,3,0,0,1,0,18842,363099,25,8655,318153,0.13,8,9,5,1
46074,India,Bangalore,Independent House,Unfurnished,2026,299208,1990,2,6,5,0,1,1,0,15120,232144,20,1541,67064,0.11,4,7,4,0
46075,France,Lyon,Independent House,Unfurnished,2235,939380,1992,5,4,4,1,1,0,1,39235,794251,30,19810,145129,0.13,1,8,4,0
46076,Brazil,São Paulo,Apartment,Semi-Furnished,4717,942280,1994,1,3,1,0,0,1,1,25530,422386,10,16295,519894,0.19,3,8,4,0
46077,Singapore,Singapore,Townhouse,Semi-Furnished,1735,1213848,1983,1,6,6,0,1,1,0,18460,667412,15,19165,546436,0.31,6,3,10,0
46078,UK,London,Apartment,Unfurnished,3763,1505478,2006,6,8,6,0,1,0,0,85130,659082,20,17030,846396,0.06,8,9,4,1
46079,Brazil,Rio de Janeiro,Farmhouse,Unfurnished,1392,273950,1983,0,2,2,0,0,6,0,19740,139724,20,4820,134226,0.05,3,9,4,0
46080,Japan,Tokyo,Apartment,Semi-Furnished,5069,2278094,2005,2,1,1,0,0,0,0,72355,1816693,10,17120,461401,0.29,3,7,7,0
46081,Germany,Berlin,Townhouse,Semi-Furnished,949,288302,1982,2,6,4,0,1,1,0,54710,121457,30,16670,166845,0.01,3,7,10,0
46082,France,Marseille,Studio,Semi-Furnished,1547,654284,1980,6,3,3,0,1,3,0,88855,383914,10,4840,270370,0.05,4,6,10,0
46083,South Africa,Cape Town,Studio,Fully-Furnished,3929,711253,1981,6,4,3,0,1,1,0,28100,530639,10,9900,180614,0.21,6,2,7,0
46084,India,Hyderabad,Farmhouse,Fully-Furnished,4297,644537,1992,6,2,2,0,1,2,0,2202,375673,15,1460,268864,1.49,1,8,7,0
46085,Canada,Toronto,Villa,Semi-Furnished,1926,677737,1986,5,7,6,1,0,1,0,66740,405523,15,18555,272214,0.05,3,7,9,0
46086,UAE,Abu Dhabi,Villa,Unfurnished,606,359898,2022,2,2,1,0,1,0,1,96725,171990,15,17985,187908,0.02,1,7,5,0
46087,South Africa,Johannesburg,Farmhouse,Semi-Furnished,2296,412275,1977,3,7,1,1,1,2,0,8424,348022,20,18295,64253,0.31,10,1,9,1
46088,India,Delhi,Studio,Semi-Furnished,741,109442,1979,5,7,5,1,0,1,0,3154,81325,10,2370,28117,0.29,3,1,10,0
46089,France,Paris,Studio,Semi-Furnished,2599,1086723,1998,1,1,1,0,0,0,1,92835,725619,15,11755,361104,0.07,9,10,9,0
46090,Singapore,Singapore,Apartment,Semi-Furnished,5876,4115409,2023,6,2,1,0,0,0,1,19545,2647048,15,12270,1468361,1.18,3,9,1,0
46091,Canada,Montreal,Apartment,Semi-Furnished,4479,1565865,1965,4,7,4,0,1,1,1,76775,1000320,10,10710,565545,0.15,1,4,7,0
46092,China,Shenzhen,Farmhouse,Fully-Furnished,5430,2062696,1990,5,6,1,1,0,1,1,97335,1649073,25,12580,413623,0.11,7,4,10,0
46093,Japan,Osaka,Townhouse,Unfurnished,4155,1866360,1985,2,5,1,1,1,1,1,61390,1118348,30,19795,748012,0.12,10,2,3,0
46094,France,Marseille,Studio,Semi-Furnished,4652,1953766,2015,4,6,1,0,1,1,0,18165,1273817,20,15550,679949,0.52,10,1,3,0
46095,Germany,Frankfurt,Studio,Unfurnished,1495,450082,2002,2,2,2,0,0,0,1,38330,339120,25,14245,110962,0.06,4,8,8,0
46096,Singapore,Singapore,Apartment,Semi-Furnished,778,541741,1989,6,7,5,1,1,1,0,48315,234491,10,3435,307250,0.06,6,5,9,0
46097,India,Bangalore,Apartment,Unfurnished,2037,301914,1997,1,6,5,0,0,0,0,11959,255921,30,2827,45993,0.14,9,4,10,1
46098,Australia,Melbourne,Townhouse,Semi-Furnished,3524,1126856,1962,1,1,1,1,1,0,0,54405,767991,20,18615,358865,0.11,1,3,4,0
46099,China,Shanghai,Studio,Fully-Furnished,1948,739507,1964,6,2,2,1,1,0,0,79475,466935,15,11230,272572,0.05,4,7,8,0
46100,France,Paris,Townhouse,Unfurnished,3318,1397279,1990,4,6,5,0,1,1,0,25190,827084,25,5350,570195,0.22,3,9,8,0
46101,Australia,Brisbane,Townhouse,Unfurnished,5582,1790514,1985,4,1,1,1,1,0,0,89930,1181366,25,5075,609148,0.09,5,2,9,0
46102,France,Marseille,Apartment,Unfurnished,4106,1723370,2009,2,2,2,0,1,2,1,32030,868624,30,6580,854746,0.17,10,2,6,0
46103,China,Shanghai,Independent House,Fully-Furnished,3204,1222039,2010,4,6,1,0,1,0,0,35470,588239,25,10240,633800,0.11,3,2,9,0
46104,UAE,Dubai,Apartment,Fully-Furnished,4937,2961311,1992,0,8,5,1,0,0,0,28665,1758361,25,3345,1202950,0.41,5,10,5,0
46105,USA,Chicago,Villa,Fully-Furnished,3822,1913384,1976,0,5,2,0,0,2,0,28350,1105251,15,14165,808133,0.34,5,7,4,0
46106,Singapore,Singapore,Villa,Unfurnished,5646,3948363,1982,2,6,5,0,1,0,1,40720,2364435,15,18975,1583928,0.51,6,6,10,0
46107,Brazil,São Paulo,Townhouse,Unfurnished,4818,958678,1989,2,5,2,1,0,4,0,20108,684602,30,16985,274076,0.22,4,8,7,0
46108,UAE,Dubai,Apartment,Semi-Furnished,1653,995902,1999,4,1,1,1,1,2,1,68955,664560,20,3270,331342,0.07,2,2,4,0
46109,Germany,Munich,Farmhouse,Unfurnished,4781,1438096,1965,3,1,1,1,1,0,0,36425,839852,30,8950,598244,0.15,10,5,2,1
46110,USA,New York,Studio,Fully-Furnished,1238,623688,1984,4,3,1,1,0,3,0,45840,401782,30,6140,221906,0.06,9,1,9,0
46111,Australia,Melbourne,Apartment,Semi-Furnished,4908,1568112,2023,6,3,3,1,1,0,1,69795,1230950,15,11270,337162,0.15,8,8,5,0
46112,Japan,Osaka,Farmhouse,Semi-Furnished,3474,1563773,1970,2,4,3,0,0,3,0,94120,1066944,15,4665,496829,0.1,7,4,1,0
46113,Germany,Munich,Apartment,Fully-Furnished,2818,842814,1992,0,5,2,0,0,3,0,50855,523274,30,6135,319540,0.07,10,10,1,0
46114,Japan,Kyoto,Farmhouse,Fully-Furnished,2695,1213454,1995,4,4,4,0,1,1,0,21415,560623,30,13360,652831,0.17,10,1,9,1
46115,Japan,Tokyo,Independent House,Unfurnished,5518,2484003,2009,2,6,3,0,0,1,1,45900,1777486,20,19735,706517,0.29,10,3,5,0
46116,Canada,Vancouver,Villa,Fully-Furnished,675,240561,2001,3,6,5,1,0,1,0,59830,156438,25,18000,84123,0.02,8,3,3,1
46117,UAE,Dubai,Independent House,Fully-Furnished,3901,2336471,1989,5,4,2,1,0,0,0,59530,1458130,25,12780,878341,0.17,8,10,7,1
46118,Australia,Brisbane,Farmhouse,Semi-Furnished,1119,355582,1984,6,7,3,1,0,0,0,66780,175505,25,19465,180077,0.02,5,10,2,0
46119,Germany,Berlin,Townhouse,Semi-Furnished,4196,1254452,2015,1,3,3,1,1,0,0,38595,739505,30,15825,514947,0.12,6,1,10,0
46120,UK,London,Apartment,Semi-Furnished,1765,701946,1975,4,3,1,0,1,0,1,51960,281853,25,12300,420093,0.04,7,7,7,0
46121,France,Marseille,Villa,Semi-Furnished,1758,743337,1974,6,2,2,0,0,2,0,25985,596002,25,17730,147335,0.15,1,7,10,0
46122,France,Marseille,Studio,Fully-Furnished,2154,900822,2008,5,5,4,0,1,2,1,42530,739527,30,8000,161295,0.11,2,4,3,0
46123,India,Bangalore,Apartment,Unfurnished,5610,837119,1978,6,8,1,0,1,0,0,14190,493443,30,1800,343676,0.22,7,3,4,1
46124,UK,Birmingham,Independent House,Unfurnished,1457,584300,1971,4,6,1,1,1,1,1,74085,289898,10,15595,294402,0.04,2,1,2,0
46125,India,Mumbai,Villa,Semi-Furnished,5557,833360,1995,1,5,3,1,0,2,1,14323,623300,25,2388,210060,0.29,1,3,7,0
46126,Australia,Brisbane,Studio,Unfurnished,1220,385631,1968,4,7,6,1,1,1,0,32405,259373,25,16485,126258,0.05,8,3,1,1
46127,Brazil,São Paulo,Townhouse,Fully-Furnished,4576,915381,1965,1,5,1,1,1,2,0,9226,650929,30,2620,264452,0.45,1,8,2,0
46128,Brazil,São Paulo,Farmhouse,Unfurnished,1951,390790,2004,1,8,3,0,0,0,1,14942,253849,15,18120,136941,0.15,6,10,2,0
46129,Canada,Toronto,Villa,Fully-Furnished,3543,1242925,1968,3,5,4,0,1,1,0,41410,875355,10,4030,367570,0.24,8,4,10,1
46130,UK,Manchester,Independent House,Unfurnished,3287,1316507,1990,4,3,3,1,1,0,1,67460,880658,25,15135,435849,0.09,7,9,7,0
46131,India,Mumbai,Farmhouse,Unfurnished,750,108519,2002,3,3,3,0,0,0,0,17516,47912,20,3485,60607,0.02,4,6,10,0
46132,China,Shanghai,Townhouse,Fully-Furnished,4940,1879049,1978,4,3,3,1,0,2,0,11610,1199197,20,9630,679852,0.77,9,6,5,0
46133,Australia,Brisbane,Independent House,Fully-Furnished,1196,379546,1992,3,3,2,1,0,2,0,73090,228228,30,13465,151318,0.02,1,3,3,0
46134,South Africa,Cape Town,Townhouse,Fully-Furnished,5958,1068643,1967,1,1,1,1,0,3,0,22440,850042,15,11830,218601,0.33,10,8,5,0
46135,Brazil,Rio de Janeiro,Apartment,Fully-Furnished,1559,314936,2004,4,7,3,0,1,1,0,6376,165069,20,13695,149867,0.19,10,5,9,1
46136,Australia,Sydney,Villa,Fully-Furnished,538,170719,2018,5,8,3,0,0,0,0,62825,106416,30,8525,64303,0.01,3,1,8,0
46137,Canada,Toronto,Studio,Semi-Furnished,1899,666443,1964,3,5,3,0,0,0,0,48985,287569,15,4175,378874,0.05,7,5,7,1
46138,Australia,Brisbane,Villa,Unfurnished,5573,1786739,1969,1,8,6,1,0,3,0,59380,1246779,30,3980,539960,0.13,8,6,9,0
46139,USA,Chicago,Independent House,Semi-Furnished,991,494226,1976,6,2,1,0,1,5,1,86725,269188,25,8465,225038,0.02,9,6,7,0
46140,Brazil,São Paulo,Independent House,Fully-Furnished,3950,789917,1972,1,5,1,1,0,2,0,23554,344049,25,5890,445868,0.1,4,1,2,0
46141,Japan,Osaka,Townhouse,Semi-Furnished,3335,1503508,2021,2,3,1,1,1,1,0,95610,1050288,15,8005,453220,0.1,1,10,1,0
46142,India,Bangalore,Apartment,Fully-Furnished,2639,395388,2003,2,1,1,0,1,1,0,16103,218555,25,2226,176833,0.09,1,8,8,0
46143,France,Lyon,Farmhouse,Semi-Furnished,5775,2421594,2009,2,4,1,1,1,0,0,90805,1072162,30,18050,1349432,0.07,10,5,9,1
46144,Canada,Toronto,Apartment,Fully-Furnished,5709,2001497,1968,0,8,7,1,0,1,0,63615,1399868,25,3380,601629,0.15,4,7,10,0
46145,Australia,Brisbane,Farmhouse,Unfurnished,434,139946,2001,0,7,4,0,1,1,0,35970,61149,20,14495,78797,0.01,2,3,5,0
46146,South Africa,Johannesburg,Villa,Fully-Furnished,5147,924675,1963,0,6,3,0,0,2,1,31112,524061,30,16775,400614,0.11,6,1,9,0
46147,Canada,Montreal,Apartment,Fully-Furnished,3540,1239312,1971,1,5,3,0,0,2,1,86510,854731,30,7105,384581,0.06,4,7,6,0
46148,Canada,Toronto,Studio,Fully-Furnished,2665,931817,1997,1,2,1,1,0,1,1,90675,501422,25,13555,430395,0.04,5,1,6,0
46149,France,Marseille,Villa,Semi-Furnished,2516,1061580,1981,2,1,1,0,0,1,0,52910,690910,10,12275,370670,0.15,6,7,2,0
46150,Brazil,São Paulo,Studio,Semi-Furnished,1726,342716,1990,1,1,1,1,1,2,1,15858,207770,25,6600,134946,0.09,7,10,10,0
46151,USA,Houston,Independent House,Semi-Furnished,5016,2510823,2021,4,8,6,0,1,4,0,65775,1041201,25,13625,1469622,0.11,8,2,9,0
46152,Brazil,São Paulo,Apartment,Semi-Furnished,4946,989934,2007,1,7,4,0,0,4,0,8446,496666,15,4695,493268,0.51,3,8,7,0
46153,South Africa,Cape Town,Apartment,Semi-Furnished,3725,675083,1981,5,2,2,1,0,3,1,17158,411372,20,14895,263711,0.18,7,1,8,0
46154,UAE,Dubai,Studio,Semi-Furnished,4434,2662806,1994,4,8,8,1,1,3,0,90285,1987794,30,15510,675012,0.14,4,7,4,0
46155,China,Shanghai,Villa,Semi-Furnished,883,333680,1980,0,2,2,0,0,3,0,77725,254276,20,14040,79404,0.02,2,10,7,0
46156,Japan,Osaka,Villa,Semi-Furnished,4645,2093825,2021,3,7,5,1,0,1,0,57355,1574841,25,4045,518984,0.19,9,4,2,1
46157,Germany,Munich,Villa,Unfurnished,1904,575239,1975,2,2,2,0,1,1,0,15015,286653,10,11715,288586,0.22,10,9,8,1
46158,Japan,Tokyo,Townhouse,Unfurnished,5773,2600099,2019,6,4,3,0,0,0,1,43130,1731264,30,15110,868835,0.25,4,1,10,0
46159,Germany,Munich,Apartment,Fully-Furnished,5531,1662447,1964,1,7,7,1,1,2,1,36885,765299,15,4015,897148,0.18,8,7,4,0
46160,Germany,Munich,Apartment,Unfurnished,1847,554986,2003,4,5,2,0,1,0,0,71925,435614,30,6310,119372,0.04,6,10,8,0
46161,India,Bangalore,Apartment,Semi-Furnished,5750,858210,2007,4,4,3,1,0,0,0,10215,630147,30,1295,228063,0.39,4,10,1,0
46162,Japan,Tokyo,Villa,Unfurnished,1186,529031,2011,0,5,4,0,0,0,1,36370,359494,15,10125,169537,0.09,2,3,2,0
46163,France,Paris,Villa,Unfurnished,1347,566526,2020,6,6,2,0,0,0,1,90765,315113,25,4210,251413,0.02,8,5,6,0
46164,Japan,Tokyo,Villa,Fully-Furnished,3281,1479364,2023,3,2,1,1,0,0,1,70835,992389,10,14320,486975,0.16,8,9,1,0
46165,USA,Houston,Independent House,Fully-Furnished,4213,2109164,1990,2,3,2,0,0,1,0,18555,1088014,10,11775,1021150,0.67,3,9,9,0
46166,UK,London,Farmhouse,Unfurnished,4984,1990248,1968,4,4,2,0,0,1,1,44470,1332161,30,9895,658087,0.19,8,2,2,0
46167,Brazil,Rio de Janeiro,Apartment,Semi-Furnished,1901,377409,1971,4,2,2,0,1,2,0,7800,216576,20,16835,160833,0.21,5,9,4,0
46168,India,Mumbai,Independent House,Semi-Furnished,1194,178389,1992,1,7,5,0,1,2,0,4632,114857,20,2995,63532,0.18,9,9,2,1
46169,Brazil,São Paulo,Apartment,Semi-Furnished,4010,805204,1962,2,7,3,1,0,2,1,6992,536862,30,10340,268342,0.49,1,10,7,0
46170,Germany,Munich,Townhouse,Fully-Furnished,464,138722,1977,3,4,2,1,1,1,0,92030,74224,20,8995,64498,0.01,1,9,7,0
46171,China,Beijing,Farmhouse,Semi-Furnished,5554,2114111,1962,4,2,1,0,0,1,0,77355,1354152,30,6825,759959,0.11,2,2,10,0
46172,South Africa,Johannesburg,Villa,Semi-Furnished,1594,285166,1967,0,2,1,1,0,0,0,29874,129853,20,4165,155313,0.03,5,4,9,0
46173,China,Beijing,Studio,Unfurnished,5884,2233632,1970,2,3,1,0,1,1,0,72180,1131389,15,16770,1102243,0.14,5,7,8,0
46174,France,Paris,Studio,Unfurnished,5664,2374165,1999,5,5,3,1,1,0,0,79210,1055650,30,3890,1318515,0.08,1,7,6,0
46175,South Africa,Johannesburg,Independent House,Semi-Furnished,1092,201053,1973,4,4,3,1,1,2,0,31536,111393,15,5120,89660,0.03,3,1,8,0
46176,South Africa,Cape Town,Farmhouse,Fully-Furnished,5912,1066921,2008,1,4,3,1,0,6,0,23570,553195,25,10760,513726,0.16,9,5,8,0
46177,Singapore,Singapore,Apartment,Semi-Furnished,477,338011,1991,1,2,1,0,1,1,0,58005,252653,25,13735,85358,0.03,1,8,7,0
46178,Singapore,Singapore,Independent House,Fully-Furnished,2908,2032869,1960,5,7,4,1,1,1,0,13370,1684858,25,11290,348011,0.85,10,6,1,0
46179,Australia,Brisbane,Farmhouse,Fully-Furnished,4113,1316713,1974,5,7,5,1,1,1,0,14525,613571,20,5675,703142,0.31,3,10,8,0
46180,Canada,Vancouver,Villa,Fully-Furnished,5469,1916702,1997,6,2,2,1,1,1,0,36600,1065763,20,9515,850939,0.22,7,5,7,1
46181,India,Pune,Townhouse,Fully-Furnished,4400,661746,1962,6,6,6,1,0,3,0,5888,306995,20,3387,354751,0.39,5,9,6,0
46182,Canada,Vancouver,Independent House,Fully-Furnished,748,260101,2007,3,3,2,1,1,2,0,23625,167773,15,12830,92328,0.06,7,4,6,1
46183,UK,London,Apartment,Fully-Furnished,5724,2285069,2011,2,3,1,0,0,2,1,98870,1333355,10,11435,951714,0.15,2,1,7,0
46184,South Africa,Cape Town,Independent House,Semi-Furnished,4878,877030,1969,0,8,7,0,0,1,0,32332,454111,20,5980,422919,0.1,6,1,10,0
46185,Australia,Brisbane,Farmhouse,Fully-Furnished,5066,1618977,1961,6,8,2,0,0,0,1,67785,884934,10,2785,734043,0.15,7,9,4,0
46186,UK,Liverpool,Villa,Unfurnished,2377,948492,1988,3,7,3,1,1,0,0,77570,707636,30,17740,240856,0.06,9,9,2,1
46187,Canada,Toronto,Apartment,Semi-Furnished,1598,554720,2007,6,8,1,1,0,2,0,76600,470649,10,18485,84071,0.07,1,9,4,0
46188,Germany,Munich,Independent House,Fully-Furnished,3879,1164986,2002,5,5,2,1,0,0,0,67740,853760,15,13040,311226,0.11,10,1,2,1
46189,USA,Los Angeles,Apartment,Unfurnished,1183,586529,2006,4,4,3,1,1,0,0,59575,368221,30,14030,218308,0.04,5,7,3,0
46190,Brazil,São Paulo,Villa,Fully-Furnished,4451,885446,1969,6,4,2,0,0,5,1,9332,744235,10,6295,141211,0.91,6,7,4,0
46191,Canada,Toronto,Apartment,Semi-Furnished,1658,578560,2022,5,8,5,0,1,0,1,19630,385218,25,9150,193342,0.13,9,3,8,0
46192,China,Beijing,Farmhouse,Fully-Furnished,441,165667,2005,2,5,3,1,1,0,1,76495,90199,20,10550,75468,0.01,8,4,9,0
46193,Canada,Vancouver,Studio,Unfurnished,3727,1308059,2023,4,6,3,1,0,2,0,63245,697914,10,10480,610145,0.13,5,1,8,0
46194,USA,San Francisco,Townhouse,Fully-Furnished,1080,539160,2004,5,2,2,0,0,3,0,90695,343201,30,9345,195959,0.02,5,5,4,0
46195,Canada,Montreal,Apartment,Semi-Furnished,3808,1327954,1971,5,1,1,0,0,0,0,84570,1050977,30,7440,276977,0.08,6,1,6,0
46196,Singapore,Singapore,Villa,Fully-Furnished,4959,3474937,1963,1,1,1,0,1,2,0,23505,2879960,30,5130,594977,0.77,5,2,7,0
46197,Canada,Montreal,Farmhouse,Unfurnished,1015,353963,1967,3,5,2,1,0,1,0,57775,247317,25,11370,106646,0.03,1,2,7,0
46198,India,Bangalore,Farmhouse,Fully-Furnished,1395,205470,1969,3,3,2,0,1,0,0,5105,140209,25,611,65261,0.19,7,8,10,1
46199,South Africa,Johannesburg,Independent House,Semi-Furnished,5970,1073898,2017,0,3,1,1,0,1,0,21180,434040,30,10405,639858,0.13,3,9,10,0
46200,Germany,Frankfurt,Farmhouse,Unfurnished,5401,1623985,1969,5,5,1,1,0,0,0,55055,855453,15,17805,768532,0.14,8,9,4,1
46201,India,Hyderabad,Villa,Fully-Furnished,1509,229198,1966,6,7,7,0,1,0,0,14126,171927,10,2265,57271,0.14,3,2,10,0
46202,UAE,Abu Dhabi,Townhouse,Fully-Furnished,3375,2029007,1996,4,4,3,1,1,1,0,61585,1500090,25,7560,528917,0.16,6,6,1,0
46203,Australia,Sydney,Townhouse,Fully-Furnished,625,204756,1978,2,3,3,0,1,0,1,44105,167958,10,19835,36798,0.04,1,6,6,0
46204,China,Beijing,Townhouse,Fully-Furnished,1969,751957,2021,3,6,4,0,1,1,1,35470,320741,25,11015,431216,0.06,4,2,8,0
46205,South Africa,Johannesburg,Studio,Unfurnished,2331,417914,1960,4,6,5,1,0,1,1,26824,345965,30,9495,71949,0.08,3,10,6,0
46206,Brazil,Rio de Janeiro,Independent House,Fully-Furnished,1007,203778,2001,6,1,1,0,1,3,0,29250,158189,15,4925,45589,0.05,8,8,2,0
46207,Canada,Vancouver,Independent House,Unfurnished,2773,968003,2009,2,8,8,0,0,2,0,84875,633958,30,17795,334045,0.05,5,3,8,0
46208,USA,Houston,Villa,Fully-Furnished,4626,2313403,2020,2,6,1,1,1,2,0,69340,1083308,15,14615,1230095,0.14,7,6,6,1
46209,China,Beijing,Apartment,Unfurnished,2968,1126020,2015,1,8,3,0,0,1,0,11315,865898,10,9505,260122,0.87,8,10,6,0
46210,Australia,Brisbane,Apartment,Semi-Furnished,4497,1438752,2021,6,6,4,1,0,0,0,89140,996589,30,11780,442163,0.07,5,6,7,0
46211,Singapore,Singapore,Farmhouse,Fully-Furnished,1776,1245156,2004,3,3,3,1,0,0,1,65550,965183,10,18190,279973,0.17,8,9,4,0
46212,UAE,Abu Dhabi,Independent House,Unfurnished,5695,3412655,1964,4,1,1,0,1,0,0,59440,2452195,25,5820,960460,0.28,8,2,2,1
46213,USA,San Francisco,Apartment,Semi-Furnished,3024,1510202,2011,2,8,1,0,0,3,0,51575,1024517,15,7430,485685,0.17,5,7,1,0
46214,USA,New York,Apartment,Unfurnished,5504,2748512,2016,6,8,5,0,1,2,0,16770,2086783,20,19120,661729,0.93,5,10,5,0
46215,Australia,Brisbane,Independent House,Unfurnished,431,138008,2000,6,5,3,0,1,3,0,62550,105066,15,12640,32942,0.01,7,6,9,0
46216,Australia,Melbourne,Studio,Semi-Furnished,4869,1560934,1979,1,8,3,1,0,2,0,60995,1279096,25,10385,281838,0.14,10,7,3,1
46217,Canada,Montreal,Independent House,Unfurnished,3106,1085447,2014,2,5,3,0,1,0,1,44715,802477,25,9125,282970,0.12,9,9,2,0
46218,Germany,Berlin,Studio,Fully-Furnished,5376,1616970,1981,4,5,2,0,1,0,0,87945,647892,25,10270,969078,0.05,5,10,5,0
46219,Australia,Brisbane,Townhouse,Unfurnished,3436,1104296,1994,1,8,8,0,1,0,0,51410,733076,30,13600,371220,0.09,6,5,4,0
46220,Germany,Berlin,Independent House,Fully-Furnished,2175,649885,2021,2,2,2,1,0,0,0,12150,514466,20,11915,135419,0.32,9,4,3,1
46221,Singapore,Singapore,Apartment,Unfurnished,5721,3999989,1970,2,7,5,0,0,0,0,68925,3051449,20,17685,948540,0.33,2,10,1,0
46222,Brazil,Rio de Janeiro,Apartment,Unfurnished,2272,452457,2017,4,8,6,1,1,3,0,30352,253018,25,8695,199439,0.06,6,2,8,0
46223,India,Bangalore,Villa,Unfurnished,4358,655362,2004,2,6,5,0,0,0,0,8484,438607,25,1492,216755,0.35,10,2,6,1
46224,UK,Manchester,Farmhouse,Unfurnished,943,374280,1996,6,1,1,1,0,3,0,54660,232994,15,8735,141286,0.04,5,3,5,0
46225,Canada,Vancouver,Apartment,Semi-Furnished,5969,2087027,1996,2,4,3,1,0,1,0,23840,1132028,25,10350,954999,0.32,7,1,3,1
46226,Australia,Brisbane,Apartment,Semi-Furnished,3805,1220464,2010,0,6,2,1,1,0,0,74585,997883,15,9925,222581,0.12,8,6,9,1
46227,China,Shanghai,Farmhouse,Fully-Furnished,5435,2062592,2003,1,3,3,1,0,1,1,39525,1627457,15,4145,435135,0.36,8,10,4,0
46228,Japan,Tokyo,Studio,Semi-Furnished,828,368442,1996,4,6,5,1,1,0,0,93585,148674,30,16535,219768,0.01,5,6,10,0
46229,UK,London,Villa,Fully-Furnished,3848,1541811,2001,6,6,5,1,1,0,0,25590,813069,10,9270,728742,0.36,8,9,4,1
46230,India,Mumbai,Farmhouse,Unfurnished,1746,259042,1975,0,1,1,1,0,0,0,12245,211434,10,774,47608,0.2,3,1,6,0
46231,Japan,Osaka,Independent House,Fully-Furnished,526,239266,2014,0,8,2,1,1,0,0,62295,130874,30,5990,108392,0.01,4,2,2,0
46232,France,Marseille,Apartment,Semi-Furnished,438,186405,2020,5,3,1,0,0,2,0,47635,105101,30,19625,81304,0.01,2,3,8,0
46233,South Africa,Cape Town,Independent House,Fully-Furnished,2224,397987,2016,1,8,2,0,0,0,0,16176,208203,10,13735,189784,0.15,1,4,2,0
46234,France,Paris,Farmhouse,Unfurnished,2201,923629,2015,4,8,6,0,1,1,1,80880,582860,10,11735,340769,0.08,10,6,10,0
46235,Canada,Vancouver,Independent House,Fully-Furnished,927,323595,1989,1,6,3,0,0,1,0,72985,260854,30,5550,62741,0.02,8,6,2,1
46236,USA,Chicago,Studio,Fully-Furnished,1594,798776,1974,2,3,3,1,0,1,1,47650,320091,30,13390,478685,0.04,10,4,2,0
46237,Canada,Montreal,Studio,Fully-Furnished,5489,1924403,1964,5,7,6,1,0,2,1,63990,1114236,20,14345,810167,0.13,1,10,5,0
46238,South Africa,Johannesburg,Villa,Fully-Furnished,4848,869390,2009,0,7,2,0,0,1,0,39778,708529,25,9710,160861,0.12,6,5,6,0
46239,Australia,Melbourne,Townhouse,Unfurnished,3862,1231765,2022,6,2,1,0,0,0,0,22355,1011932,15,6230,219833,0.39,8,6,5,1
46240,India,Bangalore,Farmhouse,Semi-Furnished,4787,718064,1998,0,8,7,0,1,1,0,16334,325120,30,2629,392944,0.13,3,10,8,0
46241,Brazil,São Paulo,Villa,Fully-Furnished,5817,1166668,2005,3,4,3,1,0,3,0,21848,818204,20,9895,348464,0.28,7,8,8,0
46242,Brazil,Rio de Janeiro,Villa,Semi-Furnished,5296,1058927,2012,4,6,3,1,1,4,0,9022,444217,15,12700,614710,0.43,9,8,10,0
46243,Australia,Sydney,Villa,Unfurnished,2940,937140,2007,6,5,2,0,0,1,0,33775,457570,20,3640,479570,0.1,1,1,10,0
46244,USA,Houston,Independent House,Unfurnished,5915,2955484,1960,3,1,1,1,0,2,1,28965,2010583,20,13610,944901,0.52,6,5,4,0
46245,South Africa,Johannesburg,Villa,Fully-Furnished,1943,353801,1981,1,4,4,1,1,3,0,28618,217291,30,12780,136510,0.05,5,10,7,0
